,flag,tokenized_without_stopwords
4661,0,"['born', 'god', 'said', '\\oh', 'another', 'idiot\\', 'born', 'god', 'said', 'oh', 'competition\\', 'knew', 'one', 'day', 'two', 'become', 'freinds', 'forever']"
4662,0,"['didnt', 'get', 'ur', 'full', 'msg', 'sometext', 'missing', 'send']"
4663,0,"['probably', ""'m"", 'almost', 'gas', 'get', 'cash', 'tomorrow']"
4664,1,"['customer', 'service', 'announcement', 'recently', 'tried', 'make', 'delivery', 'unable', 'please', 'call', 're-schedule', 'ref:9280114']"
4665,0,"['forgot', 'ask', 'ì_', 'smth', ""'s"", 'card', 'da', 'present', 'lei', 'ìï', 'want', 'write', 'smth', 'sign']"
4666,0,"[""'m"", 'leaving', 'house']"
4667,1,"['hi', 'babe', 'chloe', 'r', 'u', 'smashed', 'saturday', 'night', 'great', 'weekend', 'u', 'missing', 'sp', 'visionsms.com', 'text', 'stop', 'stop', '150p/text']"
4668,0,"['ìï', 'ready', 'call']"
4669,0,"['wewa', 'iriver', 'mb']"
4670,0,"['good', 'thing', ""'m"", 'getting', 'connection', 'bw']"
4671,0,"['sry', 'da', 'jst', 'nw', 'came', 'home']"
4672,0,"[""'s"", 'cool', ""'ll"", 'night', 'lem', 'know', ""'re"", 'around']"
4673,0,"['staying', 'town']"
4674,0,"['haha', 'yeah', 'oz', 'kind', 'shitload']"
4675,0,"['ok', 'u', 'take', 'shopping', 'u', 'get', 'paid', '=d']"
4676,0,"['life', 'means', 'lot', 'love', 'life', 'love', 'people', 'life', 'world', 'calls', 'friends', 'call', 'world', 'ge']"
4677,0,"['alright', ""'ll"", 'bring', 'see', 'like', 'lt', 'gt', 'mins']"
4678,0,"['pls', 'dont', 'play', 'others', 'life']"
4679,0,"['eatin', 'lunch']"
4680,0,"['hmmm.but', 'give', 'one', 'day']"
4681,0,"[""n't"", 'try', 'g', 'decided', 'head']"
4682,0,"['ok', 'prob']"
4683,0,"['surly', 'ill', 'give', 'coming', 'review']"
4684,0,"['march', 'ending', 'ready', 'call', 'sure', 'problem', 'capital', 'never', 'complete', 'far', ""'s"", 'work', 'ladies']"
4685,0,"['tessy', 'pls', 'favor', 'pls', 'convey', 'birthday', 'wishes', 'nimya', 'pls', 'dnt', 'forget', 'today', 'birthday', 'shijas']"
4686,0,"['pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'loads', 'sugar', 'take', 'hour', 'give', 'water', 'slowly']"
4687,1,"['urgent', 'mobile', 'awarded', 'å£2000', 'bonus', 'caller', 'prize', '02/09/03', '2nd', 'attempt', 'contact', 'call', '0871-872-9758', 'box95qu']"
4688,0,"['guy', 'gets', 'used', 'dumb', 'realize']"
4689,0,"['okey', 'dokey', 'i‰û÷ll', 'bit', 'sorting', 'stuff']"
4690,0,"['da', 'whats', 'plan']"
4691,0,"['yes', 'fine']"
4692,1,"['win', 'winner', 'mr.', 't.', 'foley', 'ipod', 'exciting', 'prizes', 'soon', 'keep', 'eye', 'ur', 'mobile', 'visit', 'www.win-82050.co.uk']"
4693,0,"['liked', 'new', 'mobile']"
4694,0,['anytime']
4695,0,"['mmmmmmm', 'snuggles', 'deep', 'contented', 'sigh', 'whispers', 'fucking', 'love', 'much', 'barely', 'stand']"
4696,0,"['yar', 'say', 'got', 'error']"
4697,0,"['hey', 'anyway']"
4698,0,"['wow', 'healthy', 'old', 'airport', 'rd', 'lor', 'cant', 'thk', 'anything', 'else', ""'ll"", 'b', 'bathing', 'dog', 'later']"
4699,0,"['wif', 'family', 'booking', 'tour', 'package']"
4700,0,"['say', 'bold', 'torch', 'later', 'one', 'torch', '2bold']"
4701,0,"['haha', 'awesome', 'might', 'need', 'take', 'doin', 'tonight']"
4702,0,"['ya', 'knw', 'u', 'vl', 'giv', 'ok', 'thanks', 'kano', 'anyway', 'enjoy', 'wit', 'ur', 'family', 'wit', '1st', 'salary']"
4703,0,"['huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'u', 'days', 'leh']"
4704,0,"['thats', 'cool', 'princess', 'cover', 'face', 'hot', 'sticky', 'cum']"
4705,0,"['big', 'brother‰û÷s', 'really', 'scraped', 'barrel', 'shower', 'social', 'misfits']"
4706,0,"['oops', 'thk', 'dun', 'haf', 'enuff', 'go', 'check', 'tell', 'ì_']"
4707,0,"['min', 'go', 'lunch']"
4708,0,"['hey', 'happened', 'u', 'switch', 'ur', 'cell', 'whole', 'day', 'isnt', 'good', 'u', 'care', 'give', 'call', 'tomorrow']"
4709,0,"['k', 'addie', 'amp', 'art', ""'ll"", 'get', 'home']"
4710,0,"['uncles', 'atlanta', 'wish', 'guys', 'great', 'semester']"
4711,0,"['aiyo', 'lesson', 'early', ""'m"", 'still', 'sleepin', 'haha', 'okie', 'u', 'go', 'home', 'liao', 'den', 'confirm', 'w', 'lor']"
4712,0,"['forgot', 'tell', 'ì_', 'smth', 'ì_', 'like', 'number', 'sections', ""'s"", 'clearer']"
4713,0,"['yup', 'anything', 'lor', 'u', 'dun', 'wan', ""'s"", 'ok']"
4714,0,"[""'m"", 'home', 'love', 'still', 'awake', 'loving', 'kiss']"
4715,0,"['hello', 'peach', 'cake', 'tasts', 'lush']"
4716,1,"['free', 'game', 'get', 'rayman', 'golf', 'free', 'o2', 'games', 'arcade', '1st', 'get', 'ur', 'games', 'settings', 'reply', 'post', 'save', 'activ8', 'press', 'key', 'arcade', 'termsapply']"
4717,0,"[""'ll"", 'minor', 'shindig', 'place', 'later', 'tonight', 'interested']"
4718,0,"['jason', 'says', ""'s"", 'cool', 'pick', 'place', 'like', 'hour']"
4719,1,"['mobile', 'mths', 'update', 'latest', 'camera/video', 'phones', 'free', 'keep', 'ur', 'number', 'get', 'extra', 'free', 'mins/texts', 'text', 'yes', 'call']"
4720,0,"['career', 'tel', 'added', 'u', 'contact', 'indyarocks.com', 'send', 'free', 'sms', 'remove', 'phonebook', 'sms', 'lt', 'gt']"
4721,0,"[""'ve"", 'reached', 'already']"
4722,0,"['dont', 'know', 'ask', 'brother', 'nothing', 'problem', 'thing', 'told']"
4723,0,"['k', 'eng', 'rocking', 'ashes']"
4724,0,"['wat', 'time', 'r', 'ì_', 'going', 'xin', ""'s"", 'hostel']"
4725,0,"['good', 'morning', 'dear', 'shijutta', '...........', 'great', 'amp', 'successful', 'day']"
4726,1,"['buy', 'space', 'invaders', 'chance', 'win', 'orig', 'arcade', 'game', 'console', 'press', 'games', 'arcade', 'std', 'wap', 'charge', 'see', 'o2.co.uk/games', 'terms', 'settings', 'purchase']"
4727,0,"['oh', 'k', 'placement', 'ah']"
4728,0,"['possession', 'especially', 'first', 'offense']"
4729,0,"['nt', 'driving', 'even', 'many', 'reasons', 'called', 'bbd', 'thts', 'chikku', 'hw', 'abt', 'dvg', 'cold', 'heard', 'tht', 'vinobanagar', 'violence', 'hw', 'condition', 'hw', 'ru', 'problem']"
4730,0,"['bought', 'test', 'yesterday', 'something', 'lets', 'know', 'exact', 'day', 'u', 'ovulate.when', 'get', '2u', '3wks', 'pls', 'pls', 'dont', 'fret', 'know', 'u', 'r', 'worried', 'pls', 'relax', 'also', 'anything', 'ur', 'past', 'history', 'u', 'need', 'tell']"
4731,0,"['pizza', 'u', 'want']"
4732,0,"['keep', 'seeing', 'weird', 'shit', 'bein', '\\woah\\', 'realising', ""'s"", 'actually', 'reasonable', ""'m"", 'oh\\']"
4733,0,"['many', 'happy', 'returns', 'day', 'wish', 'happy', 'birthday']"
4734,0,"['ya', 'nice.', '.be', 'ready', 'thursday']"
4735,0,"['hospital', 'da.', 'return', 'home', 'evening']"
4736,0,"['\\thinking', 'u', 'x\\']"
4737,1,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'days']"
4738,0,"['orh', 'tot', 'u', 'say', 'still', 'dun', 'believe']"
4739,0,"['put', 'sign', 'choose', 'number', 'pin', 'show', 'right']"
4740,0,"['beauty', 'life', 'next', 'second', 'hides', 'thousands', 'secrets', 'wish', 'every', 'second', 'wonderful', 'ur', 'life', 'gud', 'n8']"
4741,0,"['thanx', 'u', 'darlin', 'im', 'cool', 'thanx', 'bday', 'drinks', 'nite', '2morrow', 'take', 'care', 'c', 'u', 'soon.xxx']"
4742,0,"[""'re"", 'still', 'maybe', 'leave', 'credit', 'card', 'get', 'gas', 'get', 'back', 'like', 'told']"
4743,1,"['weekly', 'cool-mob', 'tones', 'ready', 'download', 'weeks', 'new', 'tones', 'include', 'crazy', 'frog-axel', 'f', 'akon-lonely', 'black', 'eyed-dont', 'p', 'info', 'n']"
4744,0,"['well', 'boy', 'glad', 'g', 'wasted', 'night', 'applebees', 'nothing']"
4745,1,"['cashbin.co.uk', 'get', 'lots', 'cash', 'weekend', 'www.cashbin.co.uk', 'dear', 'welcome', 'weekend', 'got', 'biggest', 'best', 'ever', 'cash', 'give', 'away']"
4746,0,"['ok', 'lor', 'u', 'wan', 'go', 'look', 'u']"
4747,0,"['u', 'wan', 'haf', 'lunch', ""'m"", 'da', 'canteen']"
4748,0,"[""n't"", 'make', 'life', 'stressfull', 'always', 'find', 'time', 'laugh', 'may', 'add', 'years', 'life', 'surely', 'adds', 'life', 'ur', 'years', 'gud', 'ni8', 'swt', 'dreams']"
4749,0,"['hey', 'looks', 'like', 'wrong', 'one', 'kappa', 'guys', 'numbers', 'still', 'phone', 'want', 'text', 'see', ""'s"", 'around']"
4750,1,"['urgent', 'mobile', 'number', 'awarded', 'å£2000', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', '12hrs', '150ppm']"
4751,1,"['thanks', 'continued', 'support', 'question', 'week', 'enter', 'u', 'in2', 'draw', 'å£100', 'cash', 'name', 'new', 'us', 'president', 'txt', 'ans']"
4752,0,"[""'m"", 'home', 'doc', 'gave', 'pain', 'meds', 'says', 'everything', 'fine']"
4753,0,"[""'s"", 'ì©', 'ard', 'ìä', 'rest', 'ard', 'least', 'ì©', 'price', 'ì©', 'bedrm']"
4754,0,"['lovely', 'night', 'xxx']"
4755,0,"['prepare', 'pleasured']"
4756,0,"['hi', 'technical', 'support.providing', 'assistance', 'us', 'customer', 'call', 'email']"
4757,0,"['text', 'way', 'cup', 'stop', 'work', 'bus']"
4758,0,"['whens', 'radio', 'show']"
4759,1,"['unique', 'user', 'id', 'removal', 'send', 'stop', 'customer', 'services']"
4760,0,"[""'m"", 'sure', 'still', 'available', 'though']"
4761,0,"['watever', 'relation', 'u', 'built', 'dis', 'world', 'thing', 'remains', 'atlast', 'iz', 'lonlines', 'lotz', 'n', 'lot', 'memories', 'feeling']"
4762,0,"['cheers', 'lou', 'yeah', 'goodnite', 'shame', 'u', 'neva', 'came', 'c', 'ya', 'gailxx']"
4763,0,"['hi', 'got', 'money', 'da']"
4764,0,"['hi', 'mobile', 'lt', 'gt', 'added', 'contact', 'list', 'www.fullonsms.com', 'great', 'place', 'send', 'free', 'sms', 'people', 'visit', 'fullonsms.com']"
4765,0,"['ok', 'u', 'tell', 'wat', 'time', 'u', 'coming', 'later', 'lor']"
4766,0,"['u', 'repeat', 'e', 'instructions', 'wat', ""'s"", 'e', 'road', 'name', 'ur', 'house']"
4767,0,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'sh', 'jas']"
4768,0,"['quite', 'lor', 'dun', 'tell', 'wait', 'get', 'complacent']"
4769,0,"['sorry', 'completely', 'forgot', 'pop', 'em', 'round', 'week', 'still']"
4770,0,"['u', 'r', 'beautiful', 'girl', 'ive', 'ever', 'seen', 'u', 'r', 'baby', 'come', 'c', 'common', 'room']"
4771,0,"['cant', 'see', 'join', 'denis', 'mina', 'denis', 'want', 'alone', 'time']"
4772,0,"['sen', 'told', 'going', 'join', 'uncle', 'finance', 'cbe']"
4773,0,"['yup', 'hey', 'one', 'day', 'fri', 'ask', 'miwa', 'jiayin', 'take', 'leave', 'go', 'karaoke']"
4774,0,"['call', 'senthil', 'hsbc']"
4775,0,"['especially', 'since', 'talk', 'boston', 'personal', 'statement', 'lol', 'woulda', 'changed', 'realized', 'said', 'nyc', 'says', 'boston']"
4776,0,"['indeed', 'way', 'either']"
4777,1,"['urgent', '-call', '09066649731from', 'landline', 'complimentary', 'ibiza', 'holiday', 'å£10000', 'cash', 'await', 'collection', 'sae', 'cs', 'po', 'box', 'sk3', '8wp', '150ppm', '18+']"
4778,0,"['holy', 'living', 'christ', 'taking', 'long']"
4779,0,"['ìï', 'thk', 'wat', 'eat', 'tonight']"
4780,0,"['thanx', 'yup', 'coming', 'back', 'sun', 'finish', 'dinner', 'going', 'back', 'hotel', 'time', 'flies', ""'re"", 'tog', 'exactly', 'mth', 'today', 'hope', ""'ll"", 'haf', 'many', 'mths', 'come']"
4781,0,"[""'re"", 'opposite', 'side', 'dropped']"
4782,0,"['yup', 'izzit', 'still', 'raining', 'heavily', 'cos', ""'m"", 'e', 'mrt', 'ca', ""n't"", 'c', 'outside']"
4783,0,"['send', 'resume']"
4784,0,"['gd', 'luck', 'ur', 'exams']"
4785,0,"['u', 'ask', 'next', 'sat', 'make', ""'m"", 'ok', 'lor']"
4786,0,"['sorry', 'uncle', 'i.ll', 'keep', 'touch']"
4787,0,"['saw', 'guys', 'dolls', 'last', 'night', 'patrick', 'swayze', 'great']"
4788,1,"['urgent', '2nd', 'attempt', 'contact', 'u', 'å£900', 'prize', 'yesterday', 'still', 'awaiting', 'collection', 'claim', 'call']"
4789,1,"['santa', 'calling', 'would', 'little', 'ones', 'like', 'call', 'santa', 'xmas', 'eve', 'call', 'book', 'time', 'calls1.50ppm', 'last', '3mins', '30s', 'c', 'www.santacalling.com']"
4790,0,"['come', 'home', ""n't"", 'want', 'u', 'miserable']"
4791,0,"['dont', 'know', 'she.s', 'getting', 'messages']"
4792,0,"['cool', 'tyler', 'take', ""'re"", 'gon', 'na', 'buy', 'drop', 'place', 'later', 'tonight', 'total', 'order', 'quarter', 'got', 'enough']"
4793,0,"['guy', 'car', 'shop', 'flirting', 'got', 'phone', 'number', 'paperwork', 'called', 'texted', ""'m"", 'nervous', 'course', 'may', 'address', 'call', 'boss', 'tell', 'knowing', 'may', 'get', 'fired']"
4794,0,"['reverse', 'cheating', 'mathematics']"
4795,0,"['plan', 'manage']"
4796,0,"['er', 'hello', 'things', 'didn‰û÷t', 'quite', 'go', 'plan', '‰ûò', 'limping', 'slowly', 'home', 'followed', 'aa', 'exhaust', 'hanging']"
4797,0,"['sorry', 'delay', 'yes', 'masters']"
4798,0,"['call', 'u', 'finish', 'come', 'n', 'pick', 'u']"
4799,1,"['private', 'account', 'statement', 'shows', 'unredeemed', 'bonus', 'points', 'claim', 'call', 'identifier', 'code', 'expires', '06.05.05']"
4800,0,"[""'s"", 'oga', 'left', 'phone', 'home', 'saw', 'ur', 'messages', 'hope', 'good', 'great', 'weekend']"
4801,0,"[""n't"", 'worry', 'though', 'understand', 'important', 'put', 'place', 'poorly', 'thought', 'punishment', 'face', 'worst', 'thing', 'ever', 'happened', 'brb', 'gon', 'na', 'go', 'kill']"
4802,0,"['honey', 'pls', 'find', 'much', 'sell', 'predicte', 'nigeria', 'many', 'times', 'used', 'important', 'reply', 'monday']"
4803,0,"['e', 'admin', 'building', 'might', 'b', 'slightly', 'earlier', ""'ll"", 'call', 'u', ""'m"", 'reaching']"
4804,0,"['fyi', ""'m"", 'usf', 'swing', 'room', 'whenever']"
4805,0,"['call', 'lt', 'gt', 'min', 'thats', 'ok']"
4806,0,"['ummmmmaah', 'many', 'many', 'happy', 'returns', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']"
4807,0,"['ìï', 'home', 'work', 'meh']"
4808,0,"['anything', 'valuable', 'situations', 'first-', 'getting', 'second-', 'loosing']"
4809,0,"['mark', 'taking', 'forever', 'pick', 'prescription', 'pain', 'coming', 'back']"
4810,0,"[""'s"", 'ur', 'paper']"
4811,0,"['got', 'smaller', 'capacity', 'one', 'quite', 'ex']"
4812,1,"['check', 'choose', 'babe', 'videos', 'sms.shsex.netun', 'fgkslpopw', 'fgkslpo']"
4813,0,"['im', 'good', 'thinking']"
4814,1,"['u', 'r', 'winner', 'u', 'ave', 'specially', 'selected', 'receive', 'å£1000', 'cash', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', 'claim', '0871277810710p/min']"
4815,0,[]
4816,0,"['thought', 'bout', 'drink', 'tap', 'spile', 'seven', 'pub', 'gas', 'st', 'broad', 'st', 'canal', 'ok']"
4817,0,"['going', 'sleep', 'tired', 'travel']"
4818,0,"['haha', 'thinkin']"
4819,0,"['yup', ""'s"", 'giving', 'problems', 'mayb', ""'ll"", 'jus', 'leave']"
4820,0,"['lol', 'trying', 'make', 'day', 'little', 'interesting']"
4821,0,"['long', 'get', 'reply', 'defer', 'admission', 'til', 'next', 'semester']"
4822,0,"['word', '\\checkmate\\', 'chess', 'comes', 'persian', 'phrase', 'shah', 'maat\\', 'means', 'king', 'dead', 'goodmorning', 'good', 'day']"
4823,0,"['po', 'de', 'need', 'job', 'aha']"
4824,0,"['rats', 'hey', 'u', 'ever', 'vote', 'next', 'themes']"
4825,1,"['new', 'mobiles', 'must', 'go', 'txt', 'nokia', 'collect', 'today', 'å£1', 'www.4-tc.biz', '2optout', '087187262701.50gbp/mtmsg18', 'txtauction']"
4826,0,"['hope', 'pee', 'burns', 'tonite']"
4827,0,"['oh', 'rite', 'well', 'im', 'best', 'mate', 'pete', 'went', 'week+', '2geva', 'longer', 'week']"
4828,0,"['yay', 'ca', ""n't"", 'wait', 'party', 'together']"
4829,0,"['....', 'photoshop', 'makes', 'computer', 'shut']"
4830,0,"['boys', 'made', 'fun', 'today', 'ok', 'problem', 'sent', 'one', 'message', 'fun']"
4831,0,"[""'s"", 'one', 'issues', 'california', 'okay', 'snow', 'manageable']"
4832,1,"['private', 'account', 'statement', 'shows', 'un-redeemed', 's.', 'i.', 'm.', 'points', 'call', 'identifier', 'code', 'expires', '29/10/0']"
4833,0,"['hmmm', '....', 'mayb', 'try', 'e', 'shoppin', 'area', 'one', 'forgot', 'e', 'name', 'hotel']"
4834,0,"['awesome', 'gon', 'na', 'soon', 'later', 'tonight']"
4835,0,"['need', 'details', 'online', 'job']"
4836,1,"['valued', 'vodafone', 'customer', 'computer', 'picked', 'win', 'å£150', 'prize', 'collect', 'easy', 'call']"
4837,0,"['missing', 'too.pray', 'inshah', 'allah']"
4838,0,"['pls', 'help', 'tell', 'ashley', 'cant', 'find', 'number', 'oh']"
4839,0,"['escape', 'theatre', 'now.', 'going', 'watch', 'kavalan', 'minutes']"
4840,0,"['s.this', 'increase', 'chance', 'winning']"
4841,0,"['either', 'way', 'works', 'lt', 'gt', 'years', 'old', 'hope', 'doesnt', 'bother']"
4842,0,"['maybe', 'find', 'something', 'else', 'instead']"
4843,0,"['gain', 'rights', 'wife.dont', 'demand', 'it.i', 'trying', 'husband', 'too.lets', 'see']"
4844,0,"['liked', 'new', 'house']"
4845,0,"[""'m"", 'fine', 'hope', 'also']"
4846,0,"['also', 'north', 'carolina', 'texas', 'atm', 'would', 'go', 'gre', 'site', 'pay', 'test', 'results', 'sent']"
4847,0,['u']
4848,0,"['yes', 'baby', 'need', 'stretch', 'open', 'pussy']"
4849,0,"['thanks', 'bomb', 'date', 'phone', 'wanted', 'say']"
4850,0,['ok']
4851,0,"['hey', 'guy', 'know', 'breathing', 'neck', 'get', 'bud', 'anyway', ""'d"", 'able', 'get', 'half', 'track', 'usf', 'tonight']"
4852,0,"['\\response\\', 'one', 'powerful', 'weapon', 'occupy', 'place', 'others', ""'heart"", 'always', 'give', 'response', 'cares', 'u\\', 'gud', 'night', 'swt', 'dreams', 'take', 'care']"
4853,0,"['nokia', 'phone', 'lovly']"
4854,1,"['free', 'message', 'thanks', 'using', 'auction', 'subscription', 'service', '150p/msgrcvd', 'skip', 'auction', 'txt', 'unsubscribe', 'txt', 'stop', 'customercare']"
4855,1,"['bored', 'housewives', 'chat', 'n', 'date', '0871750.77.11', 'bt-national', 'rate', '10p/min', 'landlines']"
4856,0,"['sorry', 'da', 'today', 'wont', 'come', 'play', 'driving', 'clas']"
4857,0,"[""'m"", 'really', 'sorry', 'lit', 'hair', 'fire']"
4858,0,"['oh', 'shit', 'thought', 'trip', 'loooooool', 'makes', 'much', 'sense', 'grins', 'sofa', 'reference', '\\sleep', 'couch\\', 'link', 'sent', ""n't"", 'went', 'trip', 'oh', ""n't"", 'babe', 'go', 'celebration', 'rents']"
4859,0,"['okey', 'dokey', 'swashbuckling', 'stuff', 'oh']"
4860,0,"['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']"
4861,0,"['tension', 'face', 'smiling', 'face', 'waste', 'face', 'innocent', 'face', '5.terror', 'face', '6.cruel', 'face', '7.romantic', 'face', '8.lovable', 'face', '9.decent', 'face', 'lt', 'gt', '.joker', 'face']"
4862,0,"['dip', ""'s"", 'cell', 'dead', 'coming', 'u', 'better', 'respond', 'else', 'shall', 'come', 'back']"
4863,0,"['well', 'know', 'mean', 'texting']"
4864,0,"['hi', 'dis', 'yijue', 'would', 'happy', 'work', 'wif', 'ì_', 'gek1510']"
4865,0,"['lol', 'oops', 'sorry', 'fun']"
4866,0,"['wat', 'happened', 'cruise', 'thing']"
4867,0,"['know', 'dat', 'feelin', 'pete', 'wuld', 'get', 'em', 'nuther', 'place', 'nuther', 'time', 'mayb']"
4868,1,"['lyricalladie', '21/f', 'inviting', 'friend', 'reply', 'yes-910', 'no-910', 'see', 'www.sms.ac/u/hmmross', 'stop', 'send', 'stop', 'frnd']"
4869,0,"['world', ""'s"", 'happiest', 'frnds', 'never', 'characters', 'dey', 'best', 'understanding', 'differences']"
4870,1,"['polyphonic', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'pt2', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friends', '150p/tone', 'reply', 'hl', '4info']"
4871,0,"['yeah', 'open', 'chat', 'click', 'friend', 'lists', 'make', 'list', 'easy', 'pie']"
4872,0,"['alright', 'tyler', ""'s"", 'got', 'minor', 'crisis', 'home', 'sooner', 'thought', 'asap']"
4873,0,"['when/where', 'pick']"
4874,0,"['usual', 'u', 'call', 'ard', 'smth']"
4875,0,"['new', 'theory', 'argument', 'wins', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friends', 'kick', 'amp', 'say', ""'m"", 'always', 'correct.']"
4876,0,"['many', 'things', 'antibiotic', 'used', 'chest', 'abdomen', 'gynae', 'infections', 'even', 'bone', 'infections']"
4877,0,"['poor', 'girl', 'ca', ""n't"", 'go', 'one', 'day', 'lmao']"
4878,0,['6times']
4879,1,"['todays', 'vodafone', 'numbers', 'ending', 'selected', 'receive', 'å£350', 'award', 'number', 'matches', 'call', 'receive', 'å£350', 'award']"
4880,0,"['pls', 'make', 'note', 'she.s', 'exposed', 'also', 'find', 'school', 'anyone', 'else', 'vomiting', 'dog', 'cat', 'house', 'let', 'know', 'later']"
4881,0,"['japanese', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']"
4882,0,"['sounds', 'like', 'could', 'lot', 'time', 'spent', 'chastity', 'device', 'boy', 'grins', 'take', 'beatings', 'like', 'good', 'dog', 'going', 'lounge', 'nice', 'long', 'bath']"
4883,0,"['worse', 'uses', 'half', 'way', 'stops', 'better', 'complete']"
4884,0,"['miserable', ""n't"", 'tell', 'u', 'side', 'effects', 'birth', 'control', 'massive', 'gut', 'wrenching', 'cramps', 'first', 'months', ""n't"", 'sleep', 'last', 'night']"
4885,0,"['send', 'new', 'number']"
4886,0,"['convey', 'regards']"
4887,1,"['want', 'latest', 'video', 'handset', 'anytime', 'network', 'mins', 'half', 'price', 'line', 'rental', 'reply', 'call', 'delivery', 'tomorrow']"
4888,0,"['half', 'years', 'missed', 'friendship']"
4889,0,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
4890,0,"['oh', 'fuck', ""'s"", 'sake', ""'s"", 'like', 'tallahassee']"
4891,0,"['haha', 'first', 'person', 'gon', 'na', 'ask']"
4892,1,"['ou', 'guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', 'å£500', 'prize', 'txt', 'word', 'collect', 'ibhltd', 'ldnw15h', '150p/mtmsgrcvd18']"
4893,0,"['taka', 'lor', 'wat', 'time', 'u', 'wan', 'come', 'n', 'look', 'us']"
4894,1,"['free', 'polyphonic', 'ringtone', 'text', 'super', 'get', 'free', 'poly', 'tone', 'week', 'sn', 'pobox202', 'nr31', '7zs', 'subscription', '450pw']"
4895,0,"['\\im', 'reaching', 'another', 'stops.\\']"
4896,0,"[""n't"", 'mean', 'post', 'wrote', 'like', 'many', 'times', ""'ve"", 'ritten', 'stuff', 'let', 'sit', 'feeling', 'time', 'angry', 'left', 'hit', 'send', 'stop', ""n't"", 'checked', 'phone', 'got', 'car', ""n't"", 'said', ""n't"", 'sleep', 'bored', 'would', ""n't"", 'time', 'clean', 'fold', 'laundry', 'etc.', 'least', 'make', 'bed']"
4897,1,"['warner', 'village', 'c', 'colin', 'farrell', 'swat', 'wkend', 'warner', 'village', 'get', 'free', 'med', 'popcorn', 'show', 'msg+ticket', 'kiosk.valid', '4-7/12', 'c', 'c', 'kiosk', 'reply', 'sony', 'mre', 'film', 'offers']"
4898,0,"['come', 'online', 'today', 'night']"
4899,0,"['anything', 'special']"
4900,0,"[""'m"", 'solihull', 'want', 'anything']"
4901,0,"['good', 'day']"
4902,0,"['regret', 'inform', 'u', 'nhs', 'made', 'mistake.u', 'never', 'actually', 'born.please', 'report', 'yor', 'local', 'hospital', '2b', 'terminated.we', 'r', 'sorry', 'inconvenience']"
4903,0,"['love', 'holiday', 'monday', 'feeling', 'even', 'go', 'dentists', 'hour']"
4904,0,"['way', 'tirupur']"
4905,1,"['goal', 'arsenal', 'henry', 'v', 'liverpool', 'henry', 'scores', 'simple', 'shot', 'yards', 'pass', 'bergkamp', 'give', 'arsenal', 'goal', 'margin', 'mins']"
4906,0,"[""'ve"", 'already', 'got', 'flaky', 'parent', ""it'snot"", 'supposed', 'child', ""'s"", 'job', 'support', 'parent', ""'re"", 'ride', 'age', 'anyway', ""'m"", 'supposed', 'support', ""'ve"", 'hurt', 'unintentional', 'hurt', 'nonetheless']"
4907,0,"['took', 'hooch', 'walk', 'toaday', 'fell', 'splat', 'grazed', 'knees', 'everything', 'stayed', 'home', 'see', 'tomorrow']"
4908,0,"['dropped', 'em', 'omw', 'back']"
4909,1,"['2nd', 'time', 'tried', 'contact', 'u.', 'u', 'pound', 'prize', 'claim', 'easy', 'call', '10p', 'per', 'min', 'bt-national-rate']"
4910,0,"['sitting', 'mu', 'waiting', 'everyone', 'get', 'suite', 'take', 'shower']"
4911,0,"['call', ""n't"", 'see', 'facebook', 'huh']"
4912,0,"['g', 'says', 'never', 'answer', 'texts', 'confirm/deny']"
4913,0,"['common', 'hearin', 'r', 'u', 'wat', 'r', 'u', 'ur', 'day', 'let', 'ask', 'u', 'something', 'different', 'u', 'smile', 'today', '....', 'gud', 'evng']"
4914,0,"['hi', 'dear', 'call', 'urgnt', ""n't"", 'know', 'whats', 'problem', ""n't"", 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']"
4915,0,"['oh', 'yah', 'never', 'cancel', 'leh', 'haha']"
4916,0,"['go', 'e', 'normal', 'pilates', 'intro']"
4917,0,"['ok', 'let', 'u', 'noe', 'leave', 'house']"
4918,0,"['oh', 'yes', 'like', 'torture', 'watching', 'england']"
4919,0,"['wan', 'na', 'art']"
